answer_body,truth,answer_id
"['All your problems derive from this', 'Which are enclosed in a try, catch block, the problem is that in case the program found an exception you are not returning anything.', 'Put it like this (modify it as your program logic stands):', 'For the second one you must catch the Exception from the encrypt method call, like this (also modify it as your program logic stands):', 'The lessons you must learn from this:', 'A method with a return-type must always return an object of that type, I mean in all possible scenarios', 'All checked exceptions must always be handled']","[0,1,2,3]",908714
"['Summary:', '<li>Private: no one can see it except for within the class', '<li>Protected: Private + derived classes can see it', '<li>Public: the world can see it', 'When inheriting, you can (in some languages) change the protection type of a data member in certain direction, e.g.', 'from protected to public.']","[1, 2, 3]",55736
"['I found this site to be helpful, too.', 'http://www.ibm.com/developerworks/xml/library/x-javaxmlvalidapi.html', ""It's the one that actually worked for me with a minimum of fuss.""]","[0, 1]",841587
"['Another consideration is the exit code to return.', 'Just ""<code>1</code>"" is pretty standard, although there are a handful of reserved exit codes that bash itself uses, and that same page argues that user-defined codes should be in the range 64-113 to conform to C/C++ standards.', 'You might also consider the bit vector approach that <code>mount</code> uses for its exit codes:', 'BIGBLOCK', '<code>OR</code>-ing the codes together allows your script to signal multiple simultaneous errors.']","[0, 1, 2, 3]",182080
"['When you use ANNs, you rarely know about the internals of the systems you want to learn.', 'Some things cannot be learned without a bias.', 'E.g., have a look at the following data: (0, 1), (1, 1), (2, 1), basically a function that maps any x to 1.', 'If you have a one layered network (or a linear mapping), you cannot find a solution.', ""However, if you have a bias it's trivial!"", 'In an ideal setting, a bias could also map all points to the mean of the target points and let the hidden neurons model the differences from that point.']","[1, 5]",2488836
"[""Going on the assumption you're using TNSNAMES naming, here's a couple of things to do:"", '<li>Create/modify the tnsnames.ora file in the network/admin subdirectory associated with OraHome90 to include an entry for your oracle database:', ""This is assuming you're using the standard Oracle port of 1521."", 'Note that servicename_alias can be any name you want to use on the local system.', 'You may also find that you need to specify (SID = SERVICENAME) instead of (SERVICENAME=SERVICENAME).', '<li>Execute tnsping servicename_alias to verify connectivity.', 'Get this working before going any further.', ""This will tell you if you're past the 12154 error."", ""<li>Assuming a good connection, create an ODBC DSN using the control panel, specifying the ODBC driver for Oracle of your choice (generally there's a Microsoft ODBC driver at least, and it should work adequately as a proof of concept)."", ""I'll assume the name you gave of DATASOURCE."", 'Use the servicename_alias as the Server name in the ODBC configuration.', '<li>At this point you should be able to connect to your database via Access.', 'I am not a VB programmer, but I know you should be able to go to File->Get External Data->Link Tables and connect to your ODBC source.', 'I would assume your code would work as well.']","[1, 5, 8]",206883
"['Here is a section of my <code>.vimrc</code>:', 'In normal and in visual mode, this lets me press ,ic to insert comments and,rc to remove comments.']","[0, 1]",1676659
"['if you are using Lazy loading your method must be annotated with', '<code>@TransactionAttribute(TransactionAttributeType.REQUIRES_NEW)</code> for Stateless Session EJB']",[],3489837
"['It depends on the specific architecture.', 'Some application servers may use web protocols natively (XML/RPC/SOAP over HTTP), so there is little technical difference.', 'Typically a web server is user-facing, serving a variety of content over HTTP/HTTPS, while an application server is not user-facing and may use non-standard or non-routable protocols.', 'Of course with RIA/AJAX, the difference could be further clouded, serving only non-HTML content (JSON/XML) to clients pumping particular remote access services.']",[2],1654657
"[""Basically they fake publicly accessible data attributes, which Ruby doesn't have.""]",[0],4370996
"['The <code>final</code> keyword has several usages in Java.', 'It corresponds to both the <code>sealed</code> and <code>readonly</code> keywords in C#, depending on the context in which it is used.', 'Classes', 'To prevent subclassing (inheritance from the defined class):', '<strong>Java</strong>', 'BIGBLOCK', '<strong>C#</strong>', 'BIGBLOCK', 'Methods', 'Prevent overriding of a <code>virtual</code> method.', '<strong>Java</strong>', 'BIGBLOCK', '<strong>C#</strong>', 'BIGBLOCK', 'As Joachim Sauer points out, a notable difference between the two languages here is that Java by default marks all non-static methods as <code>virtual</code>, whereas C# marks them as <code>sealed</code>.', 'Hence, you only need to use the <code>sealed</code> keyword in C# if you want to stop further overriding of a method that has been explicitly marked <code>virtual</code> in the base class.', 'Variables', 'To only allow a variable to be assigned once:', '<strong>Java</strong>', 'BIGBLOCK', '<strong>C#</strong>', 'BIGBLOCK', 'As a side note, the effect of the <code>readonly</code> keyword differs from that of the <code>const</code> keyword in that the <code>readonly</code> expression is evaluated at <em>runtime</em> rather than <em>compile-time</em>, hence allowing arbitrary expressions.']","[1, 2, 5, 7, 8, 11, 13, 16, 19, 21]",1327549
"['This can also be controlled with the apache configuration.', 'Check the httpd.conf and/or .htaccess for something like the following:', 'BIGBLOCK']","[1, 2]",1122441
"['BIGBLOCK', 'Where 2 is the field number of the space-delimited field you want.']",[0],816824
"['Have you tried right clicking on your project root, selecting ""properties"", and making sure that the CLASSPATH is correct?', ""If I recall correctly, that's how you do it."", 'Anything about the way Eclipse runs unit tests that requires you to add the junit JAR to the runtime CLASSPATH in a special way?', ""I use IntelliJ, so I don't have these issues."", ""I'd check Eclipse myself, but I prefer not having it on my desktop.""]","[0,1]",1053129
"['Something in the lines of', 'This groups all white spaces as a delimiter.', 'So if I have the string:', 'This should yield the strings <code>""Hello""</code> and <code>""World""</code> and omit the empty space between the <code>[space]</code> and the <code>[tab]</code>.', 'As VonC pointed out, the backslash should be escaped, because Java would first try to escape the string to a special character, and send <em>that</em> to be parsed.', 'What you want, is the literal <code>""\\s""</code>, which means, you need to pass <code>""\\\\s""</code>.', 'It can get a bit confusing.', 'The <code>\\\\s</code> is equivalent to <code>[ \\\\t\\\\n\\\\x0B\\\\f\\\\r]</code>']","[3, 5, 7]",225360
"[""Let's say you have a class <code>Person</code>."", 'Obviously we never defined method <code>name</code>.', ""Let's do that."", ""Aha, we can read the name, but that doesn't mean we can assign the name."", 'Those are two different methods.', 'The former is called reader and latter is called writer.', ""We didn't create the writer yet so let's do that."", 'Awesome.', 'Now we can write and read instance variable <code>@name</code> using reader and writer methods.', 'Except, this is done so frequently, why waste time writing these methods every time?', 'We can do it easier.', 'Even this can get repetitive.', 'When you want both reader and writer just use accessor!', 'Works the same way!', 'And guess what: the instance variable <code>@name</code> in our person object will be set just like when we did it manually, so you can use it in other methods.', ""That's it."", 'In order to understand how <code>attr_reader</code>, <code>attr_writer</code>, and <code>attr_accessor</code> methods actually generate methods for you, read other answers, books, ruby docs.']",[],4371458
"['For databases:', 'Cf.', 'this page.', 'And check out the MySQL manual']",[0],1049776
"[""There's no such thing as cross domain cookies."", ""You could share a cookie between <code>foo.example.com</code> and <code>bar.example.com</code> but never between <code>example.com</code> and <code>example2.com</code> and that's for security reasons.""]",[1],3342167
"[""Put the text/value in the first cell, then copy the cell, mark the whole colum and 'paste' the copied text/value."", 'This works in Excel 97 - sorry no other version available on my side...']",[0],3179583
"['Wait a minute.', 'As the question is stated, there are 100 numbers in the bag.', 'No matter how big k is, the problem can be solved in constant time because you can use a set and remove numbers from the set in at most 100 - k iterations of a loop.', '100 is constant.', 'The set of remaining numbers is your answer.', 'If we generalise the solution to the numbers from 1 to N, nothing changes except N is not a constant, so we are in O(N - k) = O(N) time.', 'For instance, if we use a bit set, we set the bits to 1 in O(N) time, iterate through the numbers, setting the bits to 0 as we go (O(N-k) = O(N)) and then we have the answer.', 'It seems to me that the interviewer was asking you how to <em>print out</em> the contents of the final set in O(k) time rather than O(N) time.', 'Clearly, with a bit set, you have to iterate through all N bits to determine whether you should print the number or not.', 'However, if you change the way the set is implemented you can print out the numbers in k iterations.', 'This is done by putting the numbers into an object to be stored in both a hash set and a doubly linked list.', 'When you remove an object from the hash set, you also remove it from the list.', 'The answers will be left in the list which is now of length k.']","[2, 5, 7, 9, 10, 11]",3492659
"['Here is a short article on this question', '@staticmethod function is nothing more than a function defined inside a class.', 'It is callable without instantiating the class first.', 'ItÃ©ÂÂ¥Ã¦ÂªÂ definition is immutable via inheritance.', '@classmethod function also callable without instantiating the class, but its definition follows Sub class, not Parent class, via inheritance.', 'ThatÃ©ÂÂ¥Ã¦ÂªÂ because the first argument for @classmethod function must always be cls (class).']","[1, 2, 3, 4, 5]",1669457
"[""You're looking for isNaN():"", 'See JavaScript isNaN() Function at MDN.']",[0],1303701
"['The term overloading refers to having multiple versions of something with the same name, usually methods with different parameter lists', 'BIGBLOCK', 'So these functions might do the same thing but you have the option to call it with an ID, or a name.', 'Has nothing to do with inheritance, abstract classes, etc.', 'Overriding usually refers to polymorphism, as you described in your question']","[0, 4]",154594
"['The correct solution that i get is', 'BIGBLOCK', 'Here the new url is given inside the single quote.']","[0, 1]",4435884
"['Here is a generator that work on arbitrary iterables:', 'Example:']",[0],312467
"['CSS is object oriented.', 'ID says instance, class says class.']",[1],547852
"['You <strong>cannot</strong> sanely depend on <em>client side</em> JavaScript to determine if user credentials are correct.', 'The browser (and all code that executes that) is under the control of the user, not you, so it is not trustworthy.', 'The username and password need to be entered using a form.', 'The OK button will be a submit button.', 'The action attribute must point to a URL which will be handled by a program that checks the credentials.', 'This program could be written in JavaScript, but how you go about that would depend on which server side JavaScript engine you were using.', 'Note that SSJS is not a mainstream technology so if you really want to use it, you would have to use specialised hosting or admin your own server.', '(Half a decade later and SSJS is much more common thanks to Node.js, it is still fairly specialised though).', 'If you want to redirect afterwards, then the program needs to emit an HTTP Location header.', ""Note that you need to check the credentials are OK (usually by storing a token, which isn't the actual password, in a cookie) before outputting any private page."", 'Otherwise anyone could get to the private pages by knowing the URL (and thus bypassing the login system).']","[0, 1, 9]",4426366
"['Try to find the product of numbers from 1 to 50:', 'Let product, P1 = 1 x 2 x 3 x ............. 50', 'When you take out numbers one by one, multiply them so that you get the product P2.', 'But two numbers are missing here, hence P2 &lt; P1.', 'The product of the two mising terms, a x b = P1 - P2.', 'You already know the sum, a + b = S1.', 'From the above two equations, solve for a and b through a quadratic equation.', 'a and b are your missing numbers.']","[1, 2, 4, 5, 6]",3566567
"['You should be using <code>IllegalArgumentException</code> (IAE), not <code>NullPointerException</code> (NPE) for the following reasons:', 'First, the NPE JavaDoc explicitly lists the cases where NPE is appropriate.', 'Notice that all of them are thrown by the runtime when <code>null</code> is used inappropriately.', 'In contrast, the IAE JavaDoc couldn\'t be more clear: ""Thrown to indicate that a method has been passed an illegal or inappropriate argument.""', ""Yup, that's you!"", 'Second, when you see an NPE in a stack trace, what do you assume?', 'Probably that someone dereferenced a <code>null</code>.', 'When you see IAE, you assume the caller of the method at the top of the stack passed in an illegal value.', 'Again, the latter assumption is true, the former is misleading.', 'Third, since IAE is clearly designed for validating parameters, you have to assume it as the default choice of exception, so why would you choose NPE instead?', ""Certainly not for different behavior -- do you really expect calling code to catch NPE's separately from IAE and do something different as a result?"", 'Are you trying to communicate a more specific error message?', 'But you can do that in the exception message text anyway, as you should for all other incorrect parameters.', 'Fourth, all other incorrect parameter data will be IAE, so why not be consistent?', 'Why is it that an illegal <code>null</code> is so special that it deserves a separate exception from all other types of illegal arguments?', 'Finally, I accept the argument given by other answers that parts of the Java API use NPE in this manner.', ""However, the Java API is inconsistent with everything from exception types to naming conventions, so I think just blindly copying (your favorite part of) the Java API isn't a good enough argument to trump these other considerations.""]",[0],47710
"['Just use the location.host property', 'BIGBLOCK']",[0],2896659
"['As others have suggested, use JavaScript to make an AJAX call.', 'BIGBLOCK', 'http://docs.jquery.com/Ajax/jQuery.ajax']","[0, 1]",1280784
"['Few open questions:-', 'If the number is negative then?', 'If the number is 1024 , then the ""iteratively divide by 2"" method will iterate 10 times.', 'we can modify the algo to support the negative number as follows:-', 'now to overcome the second problem we can write the algo like:-', 'for complete reference see :', 'http://goursaha.freeoda.com/Miscellaneous/IntegerBitCount.html']",[],2786288
"['Use Control-V to select rectangles of text: go to the first <code>#</code> character, type Ctrl+V, move right once, and then down, up to the end of the comments.', ""Now type <code>x</code>: you're deleting all the <code>#</code> characters followed by one space.""]","[0, 1]",1676662
"['If you want to rule out any problems with the <code>else</code> part, try removing the <code>else</code> and place the command on a new line.', 'Like this:']",[0],3253574
"['You should get rid of the 2-power part of N right from the start.', '<strong>2nd Edit</strong>The magical expression for m below should be', 'BIGBLOCK', 'and not as written', '<strong>End of 2nd edit</strong>', 'BIGBLOCK', '<strong>1st Edit:</strong>', 'Minor improvement:', 'BIGBLOCK', '<strong>End of 1st edit</strong>', 'Now continue as usual.', 'This way, by the time you get to the floating point part, you already got rid of all the numbers whose 2-power part is odd (about half), and then you only consider 1/8 of whats left.', 'I.e.', 'you run the floating point part on 6% of the numbers.']","[0, 4, 5, 11]",405554
"['I have done this like this:', 'Load the font:', 'BIGBLOCK', 'Now, in your <code>drawRect:</code>, do something like this:', 'BIGBLOCK', 'Basically you have to do some brute force looping through the text and futzing about with the magic number to find your offset (here, see me using 29) in the font, but it works.', 'Also, you have to make sure the font is legally embeddable.', ""Most aren't and there are lawyers who specialize in this sort of thing, so be warned.""]","[1, 2, 3, 4, 5, 6]",370257
"['There is', '<li>a semantical difference', '<li>a performance difference', 'between the two.', '<strong>Semantical Difference:</strong>', '<li><code>FirstOrDefault</code> returns a first item of potentially multiple (or default if none exists).', '<li><code>SingleOrDefault</code> assumes that there is a single item and returns it (or default if none exists).', 'Multiple items are a violation of contract, an exception is thrown.', '<strong>Performance Difference</strong>', ""<li><code>FirstOrDefault</code> is usually faster, it iterates until it finds the element and only has to iterate the whole enumerable when it doesn't find it."", 'In many cases, there is a high probability to find an item.', '<li><code>SingleOrDefault</code> needs to check if there is only one element and therefore always iterates the whole enumerable.', 'To be precise, it iterates until it finds a second element and throws an exception.', 'But in most cases, there is no second element.', '<strong>Conclusion</strong>', ""<li>Use <code>FirstOrDefault</code> if you don't care how many items there are <strong>or</strong> when you can't afford checking uniqueness (e.g."", 'in a very large collection).', 'When you check uniqueness on adding the items to the collection, it might be too expensive to check it again when searching for those items.', ""<li>Use <code>SingleOrDefault</code> if you don't have to care about performance too much and want to make sure that the assumption of a single item is clear to the reader and checked at runtime."", 'In practice, you use <code>First</code> / <code>FirstOrDefault</code> often even in cases when you assume a single item, to improve performance.', 'You should still remember that <code>Single</code> / <code>SingleOrDefault</code> can improve readability (because it states the assumption of a single item) and stability (because it checks it) and use it appropriately.']","[4, 5, 6, 8, 9, 10, 14, 15, 18, 19]",1745709
"['The JOIN syntax keeps conditions near the table they apply to.', 'This is especially useful when you join a large amount of tables.', 'By the way, you can do an outer join with the first syntax too:', 'BIGBLOCK', 'Or', 'BIGBLOCK', 'Or', 'BIGBLOCK']",[0],894504
"['In jQuery, the <code>fn</code> property is just an alias to the <code>prototype</code> property.', ""The <code>jQuery</code> identifier (or <code>$</code>) is just a <em>constructor function</em>, and all instances created with it, inherit from the constructor's prototype."", 'A simple constructor function:', 'BIGBLOCK', 'A simple structure that resembles the architecture of jQuery:', 'BIGBLOCK']","[0, 1]",4083362
"['Try this script.', 'http://www.biterscripting.com/SS_URLs.html', 'When I use it with this url,', 'It shows me all the links on the page for this thread.', 'You can modify that script to check for images, variables, whatever.']",[0],2495482
"['This version', '<li>accounts for escaped quotes', '<li>controls backtracking', 'BIGBLOCK']","[1, 2, 3]",3902790
"['The format you need is:', 'i.e.', 'yyyy-MM-dd HH:mm:ss', 'If possible, however, use a parameterised query as this frees you from worrying about the formatting details.']","[0, 3]",1933733
"['<code>instanceof</code> can only be used with reference types, not primitive types.', '<code>isAssignableFrom()</code> can be used with any class objects:', 'BIGBLOCK', 'See http://java.sun.com/javase/6/docs/api/java/lang/Class.html#isAssignableFrom(java.lang.Class).']","[0, 1, 2]",496968
"['32bit windows has a 2GB process memory limit.', 'The /3GB boot option others have mentioned will make this 3GB with just 1gb remaining for OS kernel use.', 'Realistically if you want to use more than 2GB without hassle then a 64bit OS is required.', 'This also overcomes the problem whereby although you may have 4GB of physical RAM, the address space requried for the video card can make a sizeable chuck of that memory unusable - usually around 500MB.']",[2],1153767
"['Inline style only for clarity here.', 'Use a real CSS stylesheet.']",[1],48531
"[""If it's a <code>setter</code> method and <code>null</code> is being passed to it, I think it would make more sense to throw an <code>IllegalArgumentException</code>."", ""A <code>NullPointerException</code> seems to make more sense in the case where you're attempting to actually use the <code>null</code>."", ""So, if you're using it and it's <code>null</code>, <code>NullPointer</code>."", ""If it's being passed in and it's <code>null</code>, <code>IllegalArgument</code>.""]","[2,3]",3890
"['If all you need is a shallow copy, a really easy way is:', 'BIGBLOCK']",[0],4136943
"['Actually these terms can mean a lot of different things depending the context they are used.', 'For example, on Mac OS X frameworks are just libraries, packed into a bundle.', 'Within the bundle you will find an actual dynamic library (libWhatever.dylib).', 'The difference between a bare library and the framework on Mac is that a framework can contain multiple different versions of the library.', 'It can contain extra resources (images, localized strings, XML data files, UI objects, etc.)', 'and unless the framework is released to public, it usually contains the necessary .h files you need to use the library.', ""Thus you have everything within a single package you need to use the library in your application (a C/C++/Objective-C library without .h files is pretty useless, unless you write them yourself according to some library documentation), instead of a bunch of files to move around (a Mac bundle is just a directory on the Unix level, but the UI treats it like a single file, pretty much like you have JAR files in Java and when you click it, you usually don't see what's inside, unless you explicitly select to show the content)."", 'Wikipedia calls framework a ""buzzword"".', 'It defines a software framework as', 'A software framework is a re-usable  design for a software system (or  subsystem).', 'A software framework may  include support programs, code  libraries, a scripting language, or  other software to help develop and  glue together the different components  of a software project.', 'Various parts  of the framework may be exposed  through an API..', 'So I\'d say a library is just that, ""a library"".', 'It is a collection of objects/functions/methods (depending on your language) and your application ""links"" against it and thus can use the objects/functions/methods.', ""It is basically a file containing re-usable code that can usually be shared among multiple applications (you don't have to write the same code over and over again)."", 'A framework can be everything you use in application development.', 'It can be a library, a collection of many libraries, a collection of scripts, or any piece of software you need to create your application.', 'Framework is just a very vague term.', 'Here\'s an article about some guy regarding the topic ""Library vs.', 'Framework"".', 'I personally think this article is highly arguable.', ""It's not wrong what he's saying there, however, he's just picking out one of the multiple definitions of framework and compares that to the classic definition of library."", 'E.g.', 'he says you need a framework for sub-classing.', 'Really?', 'I can have an object defined in a library, I can link against it, and sub-class it in my code.', 'I don\'t see how I need a ""framework"" for that.', 'In some way he rather explains how the term framework is used nowadays.', ""It's just a hyped word, as I said before."", 'Some companies release just a normal library (in any sense of a classical library) and call it a ""framework"" because it sounds more fancy.']","[3, 9, 10, 12, 14]",148852
"[""Hmmm -- since this is handled by the JVM, I delved into the OpenJDK VM source code a little bit, thinking that maybe what's done by OpenJDK mimics what's done by Java 6 and prior."", ""It isn't reassuring that there's a way to do this other than on Windows."", ""On Windows, OpenJDK's <code>get_temp_directory()</code> function makes a Win32 API call to <code>GetTempPath()</code>; this is how on Windows, Java reflects the value of the <code>TMP</code> environment variable."", 'On Linux and Solaris, the same <code>get_temp_directory()</code> functions return a static value of <code>/tmp/</code>.', ""I don't know if the actual JDK6 follows these exact conventions, but by the behavior on each of the listed platforms, it seems like they do.""]","[1, 2, 3]",1924576
"['Try to use:', 'BIGBLOCK', 'on Clear button.']","[0, 1, 2]",2086357
"['Are you looking for a tool or a library?', 'As far as libraries goes, pretty much the de-facto standard is Xerces2 which has both C++ and Java versions.', 'Be fore warned though, it is a heavy weight solution.', 'But then again, validating XML against XSD files is a rather heavy weight problem.', ""As for a tool to do this for you, XMLFox seems to be a decent freeware solution, but not having used it personally I can't say for sure.""]","[1, 4]",15741
"[""What's the memory profile of your machine ?"", 'e.g.', 'if you run <code>top</code>, how much free memory do you have ?', ""I suspect <code>UnixProcess</code> performs a <code>fork()</code> and it's simply not getting enough memory from the OS (if memory serves, it'll <code>fork()</code> to duplicate the process and then <code>exec()</code> to run the ls in the new memory process, and it's not getting as far as that)"", 'EDIT: Re.', 'your overcommit solution, it permits overcommitting of system memory, possibly allowing processes to allocate (but not use) more memory than is actually available.', 'So I guess that the <code>fork()</code> duplicates the Java process memory as discussed in the comments below.', ""Of course you don't use the memory since the 'ls' replaces the duplicate Java process.""]",[3],1124794
"['I once tried to do those round corners and drop shadows with css3.', 'Later on, I found it is still poorly supported (Internet Explorer(s), of course!)', 'I ended up trying to do that in JS (HTML canvas with IE Canvas), but it impacts the performance a lot (even on my C2D machine).', ""In short, if you really need the effect, consider JS libraries (most of them should be able to run on IE6) but don't over do it due to performance issues; if you still need an alternative... you could use SFiR, then PS it and SFiR it."", ""CSS3 isn't ready today.""]","[1, 3]",2570993
"['When you write code using singletons, say, a logger or a database connection, and afterwards you discover you need more than one log or more than one database, you__e in trouble.', 'Singletons make it very hard to move from them to regular objects.', 'Also, it__ too easy to write a non-thread-safe singleton.', 'Rather than using singletons, you should pass all the needed utility objects from function to function.', 'That can be simplified if you wrap all them into a helper object, like this:']","[1,2]",138021
"['To eliminate spaces at the beginning and at the end of the String, use <code>String#trim()</code> method.', 'And then use your <code>mytext.replaceAll(""( )+"", "" "")</code>.']",[0],2932430
"[""I'll sometimes do this:"", 'BIGBLOCK', ""Though I tend to avoid this if it means I'll be saying <code>options[i]</code> more than a couple of times.""]","[0, 1]",1185599
"['Lexical cast is very nice.', 'BIGBLOCK']","[0, 1]",1012589
"['For .Net,', 'Your answer to The second interviewer is also the answer to the first one... Abstract classes can have implementation, AND state, interfaces cannot...', ""EDIT:   On another note, I wouldn't even use the phrase 'subclass' (or the 'inheritance' phrase) to describe classes that are 'defined to implement' an interface."", ""To me, an interface is a definition of a contract that a class must conform to if it has been defined to 'implement' that interface."", 'It does not inherit anything... You have to add everything yourself, explicitly.']",[1],761214
['With Vim on Windows use Ctrl+Q in place of Ctrl+V'],[0],1471933
"[""This won't work always (returns <code>127.0.0.1</code> on machines having the hostname in <code>/etc/hosts</code> as <code>127.0.0.1</code>), a paliative would be what gimel shows, use <code>socket.getfqdn()</code> instead."", 'Of course your machine needs a resolvable hostname.']",[],166520
"['It would be nice if there were some way of turning off ""throw on non-success code"" but if you catch WebException you can at least use the response:', 'You might like to encapsulate the ""get me a response even if it\'s not a success code"" bit in a separate method.', ""(I'd suggest you still throw if there isn't a response, e.g."", ""if you couldn't connect.)"", 'If the error response may be large (which is unusual) you may want to tweak <code>HttpWebRequest.DefaultMaximumErrorResponseLength</code> to make sure you get the whole error.']",[0],692369
"['The best way that I know of because of leap years and everything is:', 'Hope this helps.']",[0],22
"['Pair would be a good stuff, to be a basic construction unit for a complex generics, for instance, this is from my code:', ""It is just the same as Haskell's Tuple""]",[0],2192715
"[""Optimistic assumes that nothing's going to change while you're reading it."", 'Pessimistic assumes that something will and so locks it.', ""If it's not essential that the data is perfectly read use optimistic."", ""You might get the odd 'dirty' read - but it's far less likely to result in deadlocks and the like."", ""Most web applications are fine with dirty reads - on the rare occasion the data doesn't exactly tally the next reload does."", 'For exact data operations (like in many financial transactions) use pessimistic.', ""It's essential that the data is accurately read, with no un-shown changes - the extra locking overhead is worth it."", ""Oh, and Microsoft SQL server defaults to page locking - basically the row you're reading and a few either side."", 'Row locking is more accurate but much slower.', ""It's often worth setting your transactions to read-committed or no-lock to avoid deadlocks while reading.""]","[0, 1, 4, 9]",129359
"['Even better for Linux: <code>/usr/bin/time</code>', 'Normally, just <code>time</code> is a simpler shell builtin that shadows the more capable <code>/usr/bin/time</code>.']","[0, 1]",1558436
"['My compiler will print out 9876543210 when I run this code.', 'As expected.', 'The <code>while( x-- &gt; 0 )</code> actually means <code>while( x &gt; 0)</code>.', 'The <code>x--</code> post decrements <code>x</code>.', 'is a different way of writing the same thing.', 'It is nice that the original looks like ""while x goes to 0"" though.']","[2, 3, 4]",2079545
"[""I can't speak to python's particular implementation of lambda, but in general lambda functions are really handy."", ""They're a core technique (maybe even THE technique) of functional programming, and they're also very useuful in object-oriented programs."", ""For certain types of problems, they're the best solution, so certainly shouldn't be forgotten!"", ""I suggest you read up on closures and the map function (that links to python docs, but it exists in nearly every language that supports functional constructs) to see why it's useful.""]","[1,3]",890149
"['<code>grep -v</code> is your friend:', '-v, --invert-match        select non-matching lines', 'Also check out the related <code>-L</code> (the complement of <code>-l</code>).', '-L, --files-without-match only print FILE names containing no match']","[0, 2]",3548465
"['You can have a look at <code>scipy.stats</code>:', 'BIGBLOCK']","[0, 1]",2246284
"['But I think you have to be very careful with it.', 'If you will overuse this pattern, you will make very complicated design and even more complicated code.', 'Like in this example with TextEditor: if you have only one SpellChecker maybe it is not really necessary to use IoC ?', 'Unless you need to write unit tests or something ...', 'Anyway: be reasonable.', 'Design pattern are good practices but not Bible to be preached.', 'Do not stick it everywhere.']",[],4056
"['<code>:set paste</code> is your friend I use putty and end up copying code between windows.', 'Before I was turned on to <code>:set paste</code> (and <code>:set nopaste</code>) copy/paste gave me fits for that very reason.']",[0],508996
"['A self join is simply when you join a table with itself.', 'There is no <code>SELF JOIN</code> keyword, you just write an ordinary join where both tables involved in the join are the same table.', 'One thing to notice is that when you are self joining it is necessary to use an alias for the table otherwise the table name would be ambiguous.', 'It is useful when you want to correlate pairs of rows from the same table, for example a parent - child relationship.', ""The following query returns the names of all immediate subcategories of the category 'Kitchen'.""]","[0,3]",3362056
"['<strong>Decorators</strong>', 'Decorators allow to wrap a function or method in another function that can add functionality, modify arguments or results, etc.', 'You write decorators one line above the function definition, beginning with an ""at"" sign (@).', ""Example shows a <code>print_args</code> decorator that prints the decorated function's arguments before calling it:""]",[0],101447
"[""This might not be the answer you're looking for, but the JavaDoc of the collections classes is actually pretty descriptive."", 'Copy/pasted:', 'An ordered collection (also known as a', '  sequence).', 'The user of this interface', '  has precise control over where in the', '  list each element is inserted.', 'The', '  user can access elements by their', '  integer index (position in the list),', '  and search for elements in the list.', 'Unlike sets, lists typically allow', '  duplicate elements.', 'More formally,', '  lists typically allow pairs of', '  elements e1 and e2 such that', '  e1.equals(e2), and they typically', '  allow multiple null elements if they', '  allow null elements at all.', 'It is not', '  inconceivable that someone might wish', '  to implement a list that prohibits', '  duplicates, by throwing runtime', '  exceptions when the user attempts to', '  insert them, but we expect this usage', '  to be rare.']","[2,3,11,12]",1035041
"['Mainly two methods are there.', '1.', 'Use out/ref parameters', '2.', 'Return an Array of objects']","[2,4]",748228
"['The success callback takes two arguments:', 'BIGBLOCK', 'Also make sure that the <code>submit1.php</code> sets the proper content-type header: <code>application/json</code>']","[0, 1, 2]",1969499
"['private - can be accessed from WITHIN the class only', 'protected - can be accessed from WITHIN the class and INHERITING classes', 'public - can be accessed from code OUTSIDE the class as well', 'This applies to functions as well as variables.']","[0,1,2]",4361579
"[""Ask the user for the exact URL they're using in their browser."", ""If they're entering https://your.site:80, they may receive the ssl_error_rx_record_too_long error.""]","[0, 1]",119345
"['Are you talking about lambda functions?', 'Like', 'Those things are actually quite useful.', 'Python supports a style of programming called functional programming where you can pass functions to other functions to do stuff.', 'Example:', 'sets <code>mult3</code> to <code>[3, 6, 9]</code>, those elements of the original list that are multiples of 3.', 'This is shorter (and, one could argue, clearer) than', 'Of course, in this particular case, you could do the same thing as a list comprehension:', ""(or even as <code>range(3,10,3)</code>), but there are many other, more sophisticated use cases where you can't use a list comprehension and a lambda function may be the shortest way to write something out."", 'Returning a function from another function', ""This is often used to create function wrappers, such as Python's decorators."", 'Combining elements of an iterable sequence with <code>reduce()</code>', 'Sorting by an alternate key', 'I use lambda functions on a regular basis.', ""It took me a while to get used to them, but eventually I came to understand that they're a very valuable part of the language.""]","[3,8]",890188
"['In C++ STL, and many other standard libraries in other languages, like Java and C#.', 'Binary search trees are used to implement set and map.']",[1],2130433
"['Regarding the Carmac method, it seems like it would be quite easy just to iterate once more, which should double the number of digits of accuracy.', ""It is, after all, an extremely truncated iterative method -- Newton's, with a very good first guess."", 'Regarding your current best, I see two micro-optimizations:', '<li>move the check vs. 0 after the check using mod255', '<li>rearrange the dividing out powers of four to skip all the checks for the usual (75%) case.', 'I.e:', 'BIGBLOCK', 'Even better might be a simple', 'BIGBLOCK', 'Obviously, it would be interesting to know how many numbers get culled at each checkpoint -- I rather doubt the checks are truly independent, which makes things tricky.']","[0, 2, 3, 4, 7, 8]",634473
"['Why not use Bash builtins if you can?', '...']",[0],676989
